"FID","Crop","Pst","Pen","Hst","Hen"
"12059","Onion","10.03","11","3.81","5.61"
"12059","Okra","1.03","1","1.03","1"
"12059","Eggplant","1.03","1","1.03","1"
"12059","Carrot","10.03","1","1.03","4"
"12059","Soy","7.03","7.48","10.32","10.97"
"12060","Maize","5.48","6","9.03","9.5"
"12060","Potato","9.5","11","11.5","1"
"12060","Cowpea","7.03","7.48","9.5","10"
"12060","Onion","10.03","11","3.81","5.61"
"12060","Okra","1.03","1","1.03","1"
"12060","Eggplant","1.03","1","1.03","1"
"12060","Carrot","10.03","1","1.03","4"
"12060","Soy","7.03","7.48","10.32","10.97"
"12061","Maize","5.48","6","9.03","9.5"
"12061","Potato","9.5","11","11.5","1"
"12061","Cowpea","7.03","7.48","9.5","10"
"12061","Onion","10.03","11","3.81","5.61"
"12061","Okra","1.03","1","1.03","1"
"12061","Eggplant","1.03","1","1.03","1"
"12061","Carrot","10.03","1","1.03","4"
"12061","Soy","7.03","7.48","10.32","10.97"
"12062","Maize","5.48","6","9.03","9.5"
"12062","Potato","9.5","11","11.5","1"
"12062","Cowpea","7.03","7.48","9.5","10"
"12062","Onion","10.03","11","3.81","5.61"
"12062","Okra","1.03","1","1.03","1"
"12062","Eggplant","1.03","1","1.03","1"
"12062","Carrot","10.03","1","1.03","4"
"12062","Soy","7.03","7.48","10.32","10.97"
"12063","Maize","5.48","6","9.03","9.5"
"12063","Potato","9.5","11","11.5","1"
"12063","Cowpea","7.03","7.48","9.5","10"
"12063","Onion","10.03","11","3.81","5.61"
"12063","Okra","1.03","1","1.03","1"
"12063","Eggplant","1.03","1","1.03","1"
"12063","Carrot","10.03","1","1.03","4"
"12063","Soy","7.03","7.48","10.32","10.97"
"12064","Maize","5.48","6","9.03","9.5"
"12064","Potato","9.5","11","11.5","1"
"12064","Cowpea","7.03","7.48","9.5","10"
"12064","Onion","10.03","11","3.81","5.61"
"12064","Okra","1.03","1","1.03","1"
"12064","Eggplant","1.03","1","1.03","1"
"12064","Carrot","10.03","1","1.03","4"
"12064","Soy","7.03","7.48","10.32","10.97"
"12065","Maize","5.48","6","9.03","9.5"
"12065","Potato","9.5","11","11.5","1"
"12065","Cowpea","7.03","7.48","9.5","10"
"12065","Onion","10.03","11","3.81","5.61"
"12065","Okra","1.03","1","1.03","1"
"12065","Eggplant","1.03","1","1.03","1"
"12065","Carrot","10.03","1","1.03","4"
"12065","Soy","7.03","7.48","10.32","10.97"
"12066","Maize","5.48","6","9.03","9.5"
"12066","Potato","9.5","11","11.5","1"
"12066","Cowpea","7.03","7.48","9.5","10"
"12066","Onion","10.03","11","3.81","5.61"
"12066","Okra","1.03","1","1.03","1"
"12066","Eggplant","1.03","1","1.03","1"
"12066","Carrot","10.03","1","1.03","4"
"12066","Soy","7.03","7.48","10.32","10.97"
"12067","Maize","5.48","6","9.03","9.5"
"12067","Potato","9.5","11","11.5","1"
"12067","Cowpea","7.03","7.48","9.5","10"
"12067","Onion","10.03","11","3.81","5.61"
"12067","Okra","1.03","1","1.03","1"
"12067","Eggplant","1.03","1","1.03","1"
"12067","Carrot","10.03","1","1.03","4"
"12067","Soy","7.03","7.48","10.32","10.97"
"12068","Maize","5.48","6","9.03","9.5"
"12068","Potato","9.5","11","11.5","1"
"12068","Cowpea","7.03","7.48","9.5","10"
"12068","Onion","10.03","11","3.81","5.61"
"12068","Okra","1.03","1","1.03","1"
"12068","Eggplant","1.03","1","1.03","1"
"12068","Carrot","10.03","1","1.03","4"
"12068","Soy","7.03","7.48","10.32","10.97"
"12069","Maize","5.48","6","9.03","9.5"
"12069","Potato","9.5","11","11.5","1"
"12069","Cowpea","7.03","7.48","9.5","10"
"12069","Onion","10.03","11","3.81","5.61"
"12069","Okra","1.03","1","1.03","1"
"12069","Eggplant","1.03","1","1.03","1"
"12069","Carrot","10.03","1","1.03","4"
"12069","Soy","7.03","7.48","10.32","10.97"
"12070","Maize","5.48","6","9.03","9.5"
"12070","Potato","9.5","11","11.5","1"
"12070","Cowpea","7.03","7.48","9.5","10"
"12070","Onion","10.03","11","3.81","5.61"
"12070","Okra","1.03","1","1.03","1"
"12070","Eggplant","1.03","1","1.03","1"
"12070","Carrot","10.03","1","1.03","4"
"12070","Soy","7.03","7.48","10.32","10.97"
"12080","Maize","3.03","9",NA,NA
"12080","Yam","11.03","5",NA,NA
"12080","Cassava","3.03","9",NA,NA
"12080","Cowpea","9.03","10",NA,NA
"12080","Onion","11.03","1",NA,NA
"12080","Eggplant","5.03","1",NA,NA
"12080","Cabbage","8.03","12",NA,NA
"12080","Soy","7.03","12.48",NA,NA
"12081","Maize","3.03","9",NA,NA
"12081","Yam","11.03","5",NA,NA
"12081","Cassava","3.03","9",NA,NA
"12081","Cowpea","9.03","10",NA,NA
"12081","Onion","11.03","1",NA,NA
"12081","Eggplant","5.03","1",NA,NA
"12081","Cabbage","8.03","12",NA,NA
"12081","Soy","7.03","12.48",NA,NA
"12082","Maize","3.03","9",NA,NA
"12082","Yam","11.03","5",NA,NA
"12082","Cassava","3.03","9",NA,NA
"12082","Cowpea","9.03","10",NA,NA
"12082","Onion","11.03","1",NA,NA
"12082","Eggplant","5.03","1",NA,NA
"12082","Cabbage","8.03","12",NA,NA
"12082","Soy","7.03","12.48",NA,NA
"12083","Maize","3.03","9",NA,NA
"12083","Yam","11.03","5",NA,NA
"12083","Cassava","3.03","9",NA,NA
"12083","Cowpea","9.03","10",NA,NA
"12083","Onion","11.03","1",NA,NA
"12083","Eggplant","5.03","1",NA,NA
"12083","Cabbage","8.03","12",NA,NA
"12083","Soy","7.03","12.48",NA,NA
"12084","Maize","3.03","9",NA,NA
"12084","Yam","11.03","5",NA,NA
"12084","Cassava","3.03","9",NA,NA
"12084","Cowpea","9.03","10",NA,NA
"12084","Onion","11.03","1",NA,NA
"12084","Eggplant","5.03","1",NA,NA
"12084","Cabbage","8.03","12",NA,NA
"12084","Soy","7.03","12.48",NA,NA
"12085","Maize","3.03","9",NA,NA
"12085","Yam","11.03","5",NA,NA
"12085","Cassava","3.03","9",NA,NA
"12085","Cowpea","9.03","10",NA,NA
"12085","Onion","11.03","1",NA,NA
"12085","Eggplant","5.03","1",NA,NA
"12085","Cabbage","8.03","12",NA,NA
"12085","Soy","7.03","12.48",NA,NA
"12086","Maize","3.03","9",NA,NA
"12086","Yam","11.03","5",NA,NA
"12086","Cassava","3.03","9",NA,NA
"12086","Cowpea","9.03","10",NA,NA
"12086","Onion","11.03","1",NA,NA
"12086","Eggplant","5.03","1",NA,NA
"12086","Cabbage","8.03","12",NA,NA
"12086","Soy","7.03","12.48",NA,NA
"12087","Maize","3.03","9",NA,NA
"12087","Yam","11.03","5",NA,NA
"12087","Cassava","3.03","9",NA,NA
"12087","Cowpea","9.03","10",NA,NA
"12087","Onion","11.03","1",NA,NA
"12087","Eggplant","5.03","1",NA,NA
"12087","Cabbage","8.03","12",NA,NA
"12087","Soy","7.03","12.48",NA,NA
"12088","Maize","3.03","9",NA,NA
"12088","Yam","11.03","5",NA,NA
"12088","Cassava","3.03","9",NA,NA
"12088","Cowpea","9.03","10",NA,NA
"12088","Onion","11.03","1",NA,NA
"12088","Eggplant","5.03","1",NA,NA
"12088","Cabbage","8.03","12",NA,NA
"12088","Soy","7.03","12.48",NA,NA
"12089","Maize","3.03","9",NA,NA
"12089","Yam","11.03","5",NA,NA
"12089","Cassava","3.03","9",NA,NA
"12089","Cowpea","9.03","10",NA,NA
"12089","Onion","11.03","1",NA,NA
"12089","Eggplant","5.03","1",NA,NA
"12089","Cabbage","8.03","12",NA,NA
"12089","Soy","7.03","12.48",NA,NA
"12090","Maize","3.03","9",NA,NA
"12090","Yam","11.03","5",NA,NA
"12090","Cassava","3.03","9",NA,NA
"12090","Cowpea","9.03","10",NA,NA
"12090","Onion","11.03","1",NA,NA
"12090","Eggplant","5.03","1",NA,NA
"12090","Cabbage","8.03","12",NA,NA
"12090","Soy","7.03","12.48",NA,NA
"12091","Maize","3.03","9",NA,NA
"12091","Yam","11.03","5",NA,NA
"12091","Cassava","3.03","9",NA,NA
"12091","Cowpea","9.03","10",NA,NA
"12091","Onion","11.03","1",NA,NA
"12091","Eggplant","5.03","1",NA,NA
"12091","Cabbage","8.03","12",NA,NA
"12091","Soy","7.03","12.48",NA,NA
"12092","Maize","3.03","9",NA,NA
"12092","Yam","11.03","5",NA,NA
"12092","Cassava","3.03","9",NA,NA
"12092","Cowpea","9.03","10",NA,NA
"12092","Onion","11.03","1",NA,NA
"12092","Eggplant","5.03","1",NA,NA
"12092","Cabbage","8.03","12",NA,NA
"12092","Soy","7.03","12.48",NA,NA
"12093","Maize","3.03","9",NA,NA
"12093","Yam","11.03","5",NA,NA
"12093","Cassava","3.03","9",NA,NA
"12093","Cowpea","9.03","10",NA,NA
"12093","Onion","11.03","1",NA,NA
"12093","Eggplant","5.03","1",NA,NA
"12093","Cabbage","8.03","12",NA,NA
"12093","Soy","7.03","12.48",NA,NA
"12094","Maize","3.03","9",NA,NA
"12094","Yam","11.03","5",NA,NA
"12094","Cassava","3.03","9",NA,NA
"12094","Cowpea","9.03","10",NA,NA
"12094","Onion","11.03","1",NA,NA
"12094","Eggplant","5.03","1",NA,NA
"12094","Cabbage","8.03","12",NA,NA
"12094","Soy","7.03","12.48",NA,NA
"12095","Maize","3.03","9",NA,NA
"12095","Yam","11.03","5",NA,NA
"12095","Cassava","3.03","9",NA,NA
"12095","Cowpea","9.03","10",NA,NA
"12095","Onion","11.03","1",NA,NA
"12095","Eggplant","5.03","1",NA,NA
"12095","Cabbage","8.03","12",NA,NA
"12095","Soy","7.03","12.48",NA,NA
"12096","Maize","3.03","9",NA,NA
"12096","Yam","11.03","5",NA,NA
"12096","Cassava","3.03","9",NA,NA
"12096","Cowpea","9.03","10",NA,NA
"12096","Onion","11.03","1",NA,NA
"12096","Eggplant","5.03","1",NA,NA
"12096","Cabbage","8.03","12",NA,NA
"12096","Soy","7.03","12.48",NA,NA
"12097","Maize","3.03","9",NA,NA
"12097","Yam","11.03","5",NA,NA
"12097","Cassava","3.03","9",NA,NA
"12097","Cowpea","9.03","10",NA,NA
"12097","Onion","11.03","1",NA,NA
"12097","Eggplant","5.03","1",NA,NA
"12097","Cabbage","8.03","12",NA,NA
"12097","Soy","7.03","12.48",NA,NA
"12098","Maize","3.03","9",NA,NA
"12098","Yam","11.03","5",NA,NA
"12098","Cassava","3.03","9",NA,NA
"12098","Cowpea","9.03","10",NA,NA
"12098","Onion","11.03","1",NA,NA
"12098","Eggplant","5.03","1",NA,NA
"12098","Cabbage","8.03","12",NA,NA
"12098","Soy","7.03","12.48",NA,NA
"12099","Maize","3.03","9",NA,NA
"12099","Yam","11.03","5",NA,NA
"12099","Cassava","3.03","9",NA,NA
"12099","Cowpea","9.03","10",NA,NA
"12099","Onion","11.03","1",NA,NA
"12099","Eggplant","5.03","1",NA,NA
"12099","Cabbage","8.03","12",NA,NA
"12099","Soy","7.03","12.48",NA,NA
"12100","Maize","3.03","9",NA,NA
"12100","Yam","11.03","5",NA,NA
"12100","Cassava","3.03","9",NA,NA
"12100","Cowpea","9.03","10",NA,NA
"12100","Onion","11.03","1",NA,NA
"12100","Eggplant","5.03","1",NA,NA
"12100","Cabbage","8.03","12",NA,NA
"12100","Soy","7.03","12.48",NA,NA
"12101","Maize","3.03","9",NA,NA
"12101","Yam","11.03","5",NA,NA
"12101","Cassava","3.03","9",NA,NA
"12101","Cowpea","9.03","10",NA,NA
"12101","Onion","11.03","1",NA,NA
"12101","Eggplant","5.03","1",NA,NA
"12101","Cabbage","8.03","12",NA,NA
"12101","Soy","7.03","12.48",NA,NA
"12102","Maize","3.03","9",NA,NA
"12102","Yam","11.03","5",NA,NA
"12102","Cassava","3.03","9",NA,NA
"12102","Cowpea","9.03","10",NA,NA
"12102","Onion","11.03","1",NA,NA
"12102","Eggplant","5.03","1",NA,NA
"12102","Cabbage","8.03","12",NA,NA
"12102","Soy","7.03","12.48",NA,NA
"12103","Maize","3.03","9",NA,NA
"12103","Yam","11.03","5",NA,NA
"12103","Cassava","3.03","9",NA,NA
"12103","Cowpea","9.03","10",NA,NA
"12103","Onion","11.03","1",NA,NA
"12103","Eggplant","5.03","1",NA,NA
"12103","Cabbage","8.03","12",NA,NA
"12103","Soy","7.03","12.48",NA,NA
"12104","Maize","3.03","9",NA,NA
"12104","Yam","11.03","5",NA,NA
"12104","Cassava","3.03","9",NA,NA
"12104","Cowpea","9.03","10",NA,NA
"12104","Onion","11.03","1",NA,NA
"12104","Eggplant","5.03","1",NA,NA
"12104","Cabbage","8.03","12",NA,NA
"12104","Soy","7.03","12.48",NA,NA
"12105","Maize","3.03","9",NA,NA
"12105","Yam","11.03","5",NA,NA
"12105","Cassava","3.03","9",NA,NA
"12105","Cowpea","9.03","10",NA,NA
"12105","Onion","11.03","1",NA,NA
"12105","Eggplant","5.03","1",NA,NA
"12105","Cabbage","8.03","12",NA,NA
"12105","Soy","7.03","12.48",NA,NA
"12106","Maize","3.03","9",NA,NA
"12106","Yam","11.03","5",NA,NA
"12106","Cassava","3.03","9",NA,NA
"12106","Cowpea","9.03","10",NA,NA
"12106","Onion","11.03","1",NA,NA
"12106","Eggplant","5.03","1",NA,NA
"12106","Cabbage","8.03","12",NA,NA
"12106","Soy","7.03","12.48",NA,NA
"12107","Maize","3.03","9",NA,NA
"12107","Yam","11.03","5",NA,NA
"12107","Cassava","3.03","9",NA,NA
"12107","Cowpea","9.03","10",NA,NA
"12107","Onion","11.03","1",NA,NA
"12107","Eggplant","5.03","1",NA,NA
"12107","Cabbage","8.03","12",NA,NA
"12107","Soy","7.03","12.48",NA,NA
"12108","Maize","3.03","9",NA,NA
"12108","Yam","11.03","5",NA,NA
"12108","Cassava","3.03","9",NA,NA
"12108","Cowpea","9.03","10",NA,NA
"12108","Onion","11.03","1",NA,NA
"12108","Eggplant","5.03","1",NA,NA
"12108","Cabbage","8.03","12",NA,NA
"12108","Soy","7.03","12.48",NA,NA
"12109","Maize","3.03","9",NA,NA
"12109","Yam","11.03","5",NA,NA
"12109","Cassava","3.03","9",NA,NA
"12109","Cowpea","9.03","10",NA,NA
"12109","Onion","11.03","1",NA,NA
"12109","Eggplant","5.03","1",NA,NA
"12109","Cabbage","8.03","12",NA,NA
"12109","Soy","7.03","12.48",NA,NA
"12110","Maize","3.03","9",NA,NA
"12110","Yam","11.03","5",NA,NA
"12110","Cassava","3.03","9",NA,NA
"12110","Cowpea","9.03","10",NA,NA
"12110","Onion","11.03","1",NA,NA
"12110","Eggplant","5.03","1",NA,NA
"12110","Cabbage","8.03","12",NA,NA
"12110","Soy","7.03","12.48",NA,NA
"12111","Maize","3.03","9",NA,NA
"12111","Yam","11.03","5",NA,NA
"12111","Cassava","3.03","9",NA,NA
"12111","Cowpea","9.03","10",NA,NA
"12111","Onion","11.03","1",NA,NA
"12111","Eggplant","5.03","1",NA,NA
"12111","Cabbage","8.03","12",NA,NA
"12111","Soy","7.03","12.48",NA,NA
"12112","Maize","3.03","9",NA,NA
"12112","Yam","11.03","5",NA,NA
"12112","Cassava","3.03","9",NA,NA
"12112","Cowpea","9.03","10",NA,NA
"12112","Onion","11.03","1",NA,NA
"12112","Eggplant","5.03","1",NA,NA
"12112","Cabbage","8.03","12",NA,NA
"12112","Soy","7.03","12.48",NA,NA
"12113","Maize","3.03","9",NA,NA
"12113","Yam","11.03","5",NA,NA
"12113","Cassava","3.03","9",NA,NA
"12113","Cowpea","9.03","10",NA,NA
"12113","Onion","11.03","1",NA,NA
"12113","Eggplant","5.03","1",NA,NA
"12113","Cabbage","8.03","12",NA,NA
"12113","Soy","7.03","12.48",NA,NA
"12114","Maize","3.03","9",NA,NA
"12114","Yam","11.03","5",NA,NA
"12114","Cassava","3.03","9",NA,NA
"12114","Cowpea","9.03","10",NA,NA
"12114","Onion","11.03","1",NA,NA
"12114","Eggplant","5.03","1",NA,NA
"12114","Cabbage","8.03","12",NA,NA
"12114","Soy","7.03","12.48",NA,NA
"12115","Maize","3.03","9",NA,NA
"12115","Yam","11.03","5",NA,NA
"12115","Cassava","3.03","9",NA,NA
"12115","Cowpea","9.03","10",NA,NA
"12115","Onion","11.03","1",NA,NA
"12115","Eggplant","5.03","1",NA,NA
"12115","Cabbage","8.03","12",NA,NA
"12115","Soy","7.03","12.48",NA,NA
"12116","Maize","3.03","9",NA,NA
"12116","Yam","11.03","5",NA,NA
"12116","Cassava","3.03","9",NA,NA
"12116","Cowpea","9.03","10",NA,NA
"12116","Onion","11.03","1",NA,NA
"12116","Eggplant","5.03","1",NA,NA
"12116","Cabbage","8.03","12",NA,NA
"12116","Soy","7.03","12.48",NA,NA
"12117","Maize","3.03","9",NA,NA
"12117","Yam","11.03","5",NA,NA
"12117","Cassava","3.03","9",NA,NA
"12117","Cowpea","9.03","10",NA,NA
"12117","Onion","11.03","1",NA,NA
"12117","Eggplant","5.03","1",NA,NA
"12117","Cabbage","8.03","12",NA,NA
"12117","Soy","7.03","12.48",NA,NA
"12118","Maize","3.03","9",NA,NA
"12118","Yam","11.03","5",NA,NA
"12118","Cassava","3.03","9",NA,NA
"12118","Cowpea","9.03","10",NA,NA
"12118","Onion","11.03","1",NA,NA
"12118","Eggplant","5.03","1",NA,NA
"12118","Cabbage","8.03","12",NA,NA
"12118","Soy","7.03","12.48",NA,NA
"12119","Maize","3.03","9",NA,NA
"12119","Yam","11.03","5",NA,NA
"12119","Cassava","3.03","9",NA,NA
"12119","Cowpea","9.03","10",NA,NA
"12119","Onion","11.03","1",NA,NA
"12119","Eggplant","5.03","1",NA,NA
"12119","Cabbage","8.03","12",NA,NA
"12119","Soy","7.03","12.48",NA,NA
"12120","Maize","3.03","9",NA,NA
"12120","Yam","11.03","5",NA,NA
"12120","Cassava","3.03","9",NA,NA
"12120","Cowpea","9.03","10",NA,NA
"12120","Onion","11.03","1",NA,NA
"12120","Eggplant","5.03","1",NA,NA
"12120","Cabbage","8.03","12",NA,NA
"12120","Soy","7.03","12.48",NA,NA
"12121","Maize","3.03","9",NA,NA
"12121","Yam","11.03","5",NA,NA
"12121","Cassava","3.03","9",NA,NA
"12121","Cowpea","9.03","10",NA,NA
"12121","Onion","11.03","1",NA,NA
"12121","Eggplant","5.03","1",NA,NA
"12121","Cabbage","8.03","12",NA,NA
"12121","Soy","7.03","12.48",NA,NA
"12122","Maize","3.03","9",NA,NA
"12122","Yam","11.03","5",NA,NA
"12122","Cassava","3.03","9",NA,NA
"12122","Cowpea","9.03","10",NA,NA
"12122","Onion","11.03","1",NA,NA
"12122","Eggplant","5.03","1",NA,NA
"12122","Cabbage","8.03","12",NA,NA
"12122","Soy","7.03","12.48",NA,NA
"12123","Maize","3.03","9",NA,NA
"12123","Yam","11.03","5",NA,NA
"12123","Cassava","3.03","9",NA,NA
"12123","Cowpea","9.03","10",NA,NA
"12123","Onion","11.03","1",NA,NA
"12123","Eggplant","5.03","1",NA,NA
"12123","Cabbage","8.03","12",NA,NA
"12123","Soy","7.03","12.48",NA,NA
"12124","Maize","3.03","9",NA,NA
"12124","Yam","11.03","5",NA,NA
"12124","Cassava","3.03","9",NA,NA
"12124","Cowpea","9.03","10",NA,NA
"12124","Onion","11.03","1",NA,NA
"12124","Eggplant","5.03","1",NA,NA
"12124","Cabbage","8.03","12",NA,NA
"12124","Soy","7.03","12.48",NA,NA
"12125","Maize","3.03","9",NA,NA
"12125","Yam","11.03","5",NA,NA
"12125","Cassava","3.03","9",NA,NA
"12125","Cowpea","9.03","10",NA,NA
"12125","Onion","11.03","1",NA,NA
"12125","Eggplant","5.03","1",NA,NA
"12125","Cabbage","8.03","12",NA,NA
"12125","Soy","7.03","12.48",NA,NA
"12126","Maize","3.03","9",NA,NA
"12126","Yam","11.03","5",NA,NA
"12126","Cassava","3.03","9",NA,NA
"12126","Cowpea","9.03","10",NA,NA
"12126","Onion","11.03","1",NA,NA
"12126","Eggplant","5.03","1",NA,NA
"12126","Cabbage","8.03","12",NA,NA
"12126","Soy","7.03","12.48",NA,NA
"12127","Maize","3.03","9",NA,NA
"12127","Yam","11.03","5",NA,NA
"12127","Cassava","3.03","9",NA,NA
"12127","Cowpea","9.03","10",NA,NA
"12127","Onion","11.03","1",NA,NA
"12127","Eggplant","5.03","1",NA,NA
"12127","Cabbage","8.03","12",NA,NA
"12127","Soy","7.03","12.48",NA,NA
"12128","Maize","3.03","9",NA,NA
"12128","Yam","11.03","5",NA,NA
"12128","Cassava","3.03","9",NA,NA
"12128","Cowpea","9.03","10",NA,NA
"12128","Onion","11.03","1",NA,NA
"12128","Eggplant","5.03","1",NA,NA
"12128","Cabbage","8.03","12",NA,NA
"12128","Soy","7.03","12.48",NA,NA
"12129","Maize","3.03","9",NA,NA
"12129","Yam","11.03","5",NA,NA
"12129","Cassava","3.03","9",NA,NA
"12129","Cowpea","9.03","10",NA,NA
"12129","Onion","11.03","1",NA,NA
"12129","Eggplant","5.03","1",NA,NA
"12129","Cabbage","8.03","12",NA,NA
"12129","Soy","7.03","12.48",NA,NA
"12130","Maize","3.03","9",NA,NA
"12130","Yam","11.03","5",NA,NA
"12130","Cassava","3.03","9",NA,NA
"12130","Cowpea","9.03","10",NA,NA
"12130","Onion","11.03","1",NA,NA
"12130","Eggplant","5.03","1",NA,NA
"12130","Cabbage","8.03","12",NA,NA
"12130","Soy","7.03","12.48",NA,NA
"12131","Maize","3.03","9",NA,NA
"12131","Yam","11.03","5",NA,NA
"12131","Cassava","3.03","9",NA,NA
"12131","Cowpea","9.03","10",NA,NA
"12131","Onion","11.03","1",NA,NA
"12131","Eggplant","5.03","1",NA,NA
"12131","Cabbage","8.03","12",NA,NA
"12131","Soy","7.03","12.48",NA,NA
"12132","Maize","3.03","9",NA,NA
"12132","Yam","11.03","5",NA,NA
"12132","Cassava","3.03","9",NA,NA
"12132","Cowpea","9.03","10",NA,NA
"12132","Onion","11.03","1",NA,NA
"12132","Eggplant","5.03","1",NA,NA
"12132","Cabbage","8.03","12",NA,NA
"12132","Soy","7.03","12.48",NA,NA
"12133","Cassava","7.03","9",NA,NA
"12133","Onion","11.03","1",NA,NA
"12133","Cabbage","8.03","12",NA,NA
"12134","Cassava","7.03","9",NA,NA
"12134","Onion","11.03","1",NA,NA
"12134","Cabbage","8.03","12",NA,NA
"12135","Cassava","7.03","9",NA,NA
"12135","Onion","11.03","1",NA,NA
"12135","Cabbage","8.03","12",NA,NA
"12136","Cassava","7.03","9",NA,NA
"12136","Onion","11.03","1",NA,NA
"12136","Cabbage","8.03","12",NA,NA
"12137","Cassava","7.03","9",NA,NA
"12137","Onion","11.03","1",NA,NA
"12137","Cabbage","8.03","12",NA,NA
"12138","Cassava","7.03","9",NA,NA
"12138","Onion","11.03","1",NA,NA
"12138","Cabbage","8.03","12",NA,NA
"12139","Cassava","7.03","9",NA,NA
"12139","Onion","11.03","1",NA,NA
"12139","Cabbage","8.03","12",NA,NA
"12140","Cassava","7.03","9",NA,NA
"12140","Onion","11.03","1",NA,NA
"12140","Cabbage","8.03","12",NA,NA
"12163","Sorghum","5.03","8","8.65","12"
"12163","Maize","5.03","7.48","8.32","12"
"12163","Cassava","1.03","1","1.03","1"
"12163","Fonio","5.03","7","8.65","10.65"
"12163","Cowpea","5.03","7.48","9","11.5"
"12163","Sesame","5.03","8","9.03","10"
"12163","Okra","5.03","7","7.03","11"
"12163","Eggplant","1.03","1","1.03","1"
"12163","Carrot","12.03","1","2.5","5"
"12163","Cabbage","11.5","1","1.48","5"
"12164","Sorghum","5.03","8","8.65","12"
"12164","Maize","5.03","7.48","8.32","12"
"12164","Cassava","1.03","1","1.03","1"
"12164","Fonio","5.03","7","8.65","10.65"
"12164","Cowpea","5.03","7.48","9","11.5"
"12164","Sesame","5.03","8","9.03","10"
"12164","Okra","5.03","7","7.03","11"
"12164","Eggplant","1.03","1","1.03","1"
"12164","Carrot","12.03","1","2.5","5"
"12164","Cabbage","11.5","1","1.48","5"
"12165","Sorghum","5.03","8","8.65","12"
"12165","Maize","5.03","7.48","8.32","12"
"12165","Cassava","1.03","1","1.03","1"
"12165","Fonio","5.03","7","8.65","10.65"
"12165","Cowpea","5.03","7.48","9","11.5"
"12165","Sesame","5.03","8","9.03","10"
"12165","Okra","5.03","7","7.03","11"
"12165","Eggplant","1.03","1","1.03","1"
"12165","Carrot","12.03","1","2.5","5"
"12165","Cabbage","11.5","1","1.48","5"
"12166","Sorghum","5.03","8","8.65","12"
"12166","Maize","5.03","7.48","8.32","12"
"12166","Cassava","1.03","1","1.03","1"
"12166","Fonio","5.03","7","8.65","10.65"
"12166","Cowpea","5.03","7.48","9","11.5"
"12166","Sesame","5.03","8","9.03","10"
"12166","Okra","5.03","7","7.03","11"
"12166","Eggplant","1.03","1","1.03","1"
"12166","Carrot","12.03","1","2.5","5"
"12166","Cabbage","11.5","1","1.48","5"
"12167","Sorghum","5.03","8","8.65","12"
"12167","Maize","5.03","7.48","8.32","12"
"12167","Cassava","1.03","1","1.03","1"
"12167","Fonio","5.03","7","8.65","10.65"
"12167","Cowpea","5.03","7.48","9","11.5"
"12167","Sesame","5.03","8","9.03","10"
"12167","Okra","5.03","7","7.03","11"
"12167","Eggplant","1.03","1","1.03","1"
"12167","Carrot","12.03","1","2.5","5"
"12167","Cabbage","11.5","1","1.48","5"
"12168","Sorghum","5.03","8","8.65","12"
"12168","Maize","5.03","7.48","8.32","12"
"12168","Cassava","1.03","1","1.03","1"
"12168","Fonio","5.03","7","8.65","10.65"
"12168","Cowpea","5.03","7.48","9","11.5"
"12168","Sesame","5.03","8","9.03","10"
"12168","Okra","5.03","7","7.03","11"
"12168","Eggplant","1.03","1","1.03","1"
"12168","Carrot","12.03","1","2.5","5"
"12168","Cabbage","11.5","1","1.48","5"
"12169","Sorghum","5.03","8","8.65","12"
"12169","Maize","5.03","7.48","8.32","12"
"12169","Cassava","1.03","1","1.03","1"
"12169","Fonio","5.03","7","8.65","10.65"
"12169","Cowpea","5.03","7.48","9","11.5"
"12169","Sesame","5.03","8","9.03","10"
"12169","Okra","5.03","7","7.03","11"
"12169","Eggplant","1.03","1","1.03","1"
"12169","Carrot","12.03","1","2.5","5"
"12169","Cabbage","11.5","1","1.48","5"
"12170","Sorghum","5.03","8","8.65","12"
"12170","Maize","5.03","7.48","8.32","12"
"12170","Cassava","1.03","1","1.03","1"
"12170","Fonio","5.03","7","8.65","10.65"
"12170","Cowpea","5.03","7.48","9","11.5"
"12170","Sesame","5.03","8","9.03","10"
"12170","Okra","5.03","7","7.03","11"
"12170","Eggplant","1.03","1","1.03","1"
"12170","Carrot","12.03","1","2.5","5"
"12170","Cabbage","11.5","1","1.48","5"
"12171","Sorghum","5.03","8","8.65","12"
"12171","Maize","5.03","7.48","8.32","12"
"12171","Cassava","1.03","1","1.03","1"
"12171","Fonio","5.03","7","8.65","10.65"
"12171","Cowpea","5.03","7.48","9","11.5"
"12171","Sesame","5.03","8","9.03","10"
"12171","Okra","5.03","7","7.03","11"
"12171","Eggplant","1.03","1","1.03","1"
"12171","Carrot","12.03","1","2.5","5"
"12171","Cabbage","11.5","1","1.48","5"
"12172","Sorghum","5.03","8","8.65","12"
"12172","Maize","5.03","7.48","8.32","12"
"12172","Cassava","1.03","1","1.03","1"
"12172","Fonio","5.03","7","8.65","10.65"
"12172","Cowpea","5.03","7.48","9","11.5"
"12172","Sesame","5.03","8","9.03","10"
"12172","Okra","5.03","7","7.03","11"
"12172","Eggplant","1.03","1","1.03","1"
"12172","Carrot","12.03","1","2.5","5"
"12172","Cabbage","11.5","1","1.48","5"
"12173","Sorghum","5.03","8","8.65","12"
"12173","Maize","5.03","7.48","8.32","12"
"12173","Cassava","1.03","1","1.03","1"
"12173","Fonio","5.03","7","8.65","10.65"
